ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,Number,Street,City,County,State,Zipcode,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Astronomical_Twilight
A-574620,2,2/3/2019 0:39,2/3/2019 1:09,41.097271,-74.742416,0,Multi-vehicle accident on CR-626 Halsey Rd at Glencrest Dr.,1,Glencrest Dr,Newton,Sussex,NJ,07860-6703,2/3/2019 0:54,23,,81,30.14,,Calm,,,Night
A-574621,2,2/3/2019 0:41,2/3/2019 1:10,40.983849,-74.781258,0,Multi-vehicle accident on Phillips Rd at Mackerly Rd.,20,Phillips Rd,Newton,Sussex,NJ,07860-5427,2/3/2019 0:54,23,,81,30.14,,Calm,,,Night
A-575419,3,2/3/2019 2:46,2/3/2019 3:15,40.865456,-74.008324,0,Left lane blocked due to accident on I-95 Northbound at Exit 70 I-80.,,New Jersey Tpke N,Teaneck,Bergen,NJ,7666,2/3/2019 2:51,28.9,20.4,75,30.12,10,South,9.2,,Night
A-575428,2,2/3/2019 8:56,2/3/2019 9:41,40.7686,-74.023003,0,#1-2 lane blocked due to accident on NJ-495 Westbound at Jf Kennedy Blvd.,83,N Marginal Hwy,Weehawken,Hudson,NJ,7086,2/3/2019 8:51,37.9,,60,30.17,6,North,,,Day
A-575434,3,2/3/2019 13:45,2/3/2019 14:30,40.732086,-74.124779,5.769999981,Right hand shoulder blocked due to accident on I-95 Southbound between Exit 15X Seaview Dr and Exit 15E US-1-9.,,New Jersey Tpke N,Newark,Essex,NJ,7105,2/3/2019 13:51,52,,49,30.11,10,SW,5.8,,Day
A-575436,2,2/3/2019 14:46,2/3/2019 15:30,40.919781,-74.068001,0.349999994,Entry ramp to GARDEN STATE PARKWAY SOUTH Southbound from NJ-4 Westbound lane blocked due to accident.,52,E State Route 4,Paramus,Bergen,NJ,7652,2/3/2019 14:51,52,,49,30.09,10,South,6.9,,Day
A-576089,2,2/4/2019 0:59,2/4/2019 1:29,40.739502,-74.216713,0,Two lanes blocked due to accident on Garden State Pkwy Southbound at Exit 144 Myrtle Ave.,,Garden State Pkwy S,Irvington,Essex,NJ,7111,2/4/2019 0:51,36,33.3,76,30.11,10,SSE,3.5,,Night
A-576105,2,2/4/2019 6:02,2/4/2019 6:31,40.731461,-74.167778,0,Right lane closed due to accident on NJ-21 Mccarter Hwy Southbound at Lafayette St.,111,Lafayette St,Newark,Essex,NJ,07102-4819,2/4/2019 5:51,34,,79,30.09,10,Calm,,,Day
A-576117,3,2/4/2019 7:14,2/4/2019 7:44,40.904301,-74.114784,0,Left lane closed due to accident on I-80 Westbound at Exit 62.,,Bergen Passaic Expy W,Elmwood Park,Bergen,NJ,7407,2/4/2019 6:51,32,,85,30.08,10,Calm,,,Day
A-576119,2,2/4/2019 7:19,2/4/2019 7:48,40.417889,-74.114113,0,Accident on Bayberry Ln at Alimar Dr.,30,Bayberry Ln,Middletown,Monmouth,NJ,07748-1427,2/4/2019 7:39,30.2,26.7,93,30.11,0.5,WSW,3.5,,Day
A-576132,2,2/4/2019 8:09,2/4/2019 8:38,40.847778,-74.826874,0,Accident on Warren St at Madison St.,300,Warren St,Hackettstown,Warren,NJ,07840-2220,2/4/2019 7:54,25,,92,30.12,,Calm,,,Day
A-576137,2,2/4/2019 8:12,2/4/2019 8:41,40.75211,-74.97271,0,Accident on Parkhill Rd at Mozart Ave.,14,Parkhill Rd,Washington,Warren,NJ,07882-2353,2/4/2019 7:53,25,,92,30.1,7,North,,,Day
A-576146,2,2/4/2019 8:32,2/4/2019 9:01,39.830345,-75.088509,0,Right hand shoulder closed due to accident on NJ-42 Southbound at Exit 12 CR-544 Clements Bridge Rd.,,N South Fwy S,Woodbury,Gloucester,NJ,8096,2/4/2019 8:54,36,33.3,93,30.11,4,North,3.5,,Day
A-576152,2,2/4/2019 8:38,2/4/2019 9:07,40.35601,-74.126877,0,Accident on Garden State Pkwy Express Lane Southbound before Middletown Rd.,,Garden State Pkwy S,Middletown,Monmouth,NJ,7748,2/4/2019 8:33,33.8,30.8,93,30.11,3,West,3.5,,Day
A-576153,2,2/4/2019 8:41,2/4/2019 9:10,40.74054,-74.201576,0,Delays due to accident on 11th St Southbound at CR-510 South Orange Ave.,,S 11th St,Newark,Essex,NJ,7103,2/4/2019 8:51,39.9,37.8,77,30.09,9,Variable,3.5,,Day
A-576157,2,2/4/2019 8:47,2/4/2019 9:16,40.53474,-74.298492,0,Fuel spillage on NJ-184 Pond Rd both ways at US-9.,,County Road 501,Perth Amboy,Middlesex,NJ,8861,2/4/2019 8:55,38.3,,78,30.1,10,Calm,,,Day
A-576160,2,2/4/2019 8:51,2/4/2019 9:20,39.928787,-75.05764,0,Accident on Donahue Ave at NJ-70 Marlton Pike.,2371,State Highway 70,Cherry Hill,Camden,NJ,08002-3422,2/4/2019 8:54,32,,100,30.11,4,Calm,,,Day
A-576173,2,2/4/2019 9:21,2/4/2019 9:50,40.998516,-73.913887,0,Accident on Palisades Interstate Pkwy Northbound near Exit 4 US-9W Palisades Blvd.,,Palisades Interstate Pkwy N,Alpine,Bergen,NJ,7620,2/4/2019 9:51,44.1,41.5,68,30.09,8,SW,4.6,,Day
A-576175,2,2/4/2019 9:30,2/4/2019 10:00,40.831181,-74.822578,0,Accident on NJ-24 Schooleys Mountain Rd near Edgeview Dr.,486,Schooleys Mountain Rd,Hackettstown,Morris,NJ,07840-4024,2/4/2019 9:54,41,,73,30.12,,Calm,,,Day
A-576176,2,2/4/2019 9:40,2/4/2019 10:10,40.198189,-74.75383,0,Accident on NJ-129 Canal Blvd at CR-650 Lalor St.,256,Lalor St,Trenton,Mercer,NJ,08611-3510,2/4/2019 9:53,36,33.3,89,30.09,7,West,3.5,,Day
A-576179,3,2/4/2019 9:47,2/4/2019 10:16,40.707054,-74.150024,0,Right lane blocked due to accident on I-78 Westbound before New Jersey Turnpike Toll Plaza.,,New Jersey Tpke N,Newark,Essex,NJ,7114,2/4/2019 9:51,45,42.6,63,30.1,9,SSW,4.6,,Day
A-576180,2,2/4/2019 9:48,2/4/2019 10:18,40.906689,-74.15744,0,Accident on CR-649 Madison Ave at 21st Ave.,1006,Madison Ave,Paterson,Passaic,NJ,07501-3660,2/4/2019 9:53,43,40.3,68,30.12,7,WSW,4.6,,Day
A-576185,2,2/4/2019 10:09,2/4/2019 10:38,40.191212,-74.75016,0,Right lane blocked due to accident on NJ-29 Northbound before NJ-129 Canal Blvd.,,NJ-29 S,Trenton,Mercer,NJ,8610,2/4/2019 9:53,36,33.3,89,30.09,7,West,3.5,,Day
A-576188,2,2/4/2019 10:14,2/4/2019 10:43,39.507496,-74.519203,0,Accident on Garden State Pkwy Southbound after Exit 44 CR-575 Pomona Rd.,,Garden State Pkwy N,Egg Harbor City,Atlantic,NJ,8215,2/4/2019 10:09,36,,,30.12,0.5,Calm,,,Day
A-576190,3,2/4/2019 10:19,2/4/2019 10:49,40.856766,-73.961105,0,Right lane blocked due to accident on I-95 George Washington Bridge Upper Level Toll Plaza Northbound near Exit 74 Palisades Interstate Pkwy.,,Palisades Interstate Pkwy N,Fort Lee,Bergen,NJ,7024,2/4/2019 9:51,44.1,41.5,68,30.09,8,SW,4.6,,Day
A-576198,3,2/4/2019 10:55,2/4/2019 11:25,40.860641,-74.418098,0,2 left lane blocked due to accident on I-287 Northbound after Exit 41 I-80.,496,Pomeroy Rd,Parsippany,Morris,NJ,7054,2/4/2019 10:45,50,,62,30.1,10,SSE,4.6,,Day
A-576200,2,2/4/2019 11:10,2/4/2019 11:39,40.012596,-74.802376,0,Accident on CR-541 Burlington-Mt Holly Rd at CR-630 Woodlane Rd.,1884,Route 541,Westampton,Burlington,NJ,08060-9617,2/4/2019 10:54,48,,66,30.13,10,Calm,,,Day
A-576201,2,2/4/2019 11:15,2/4/2019 11:45,40.757275,-74.207207,0,Left lane blocked due to accident on Garden State Pkwy Northbound before Exit 145 I-280.,137,Freeway Dr E,East Orange,Essex,NJ,07018-4043,2/4/2019 10:51,50,,54,30.1,10,Variable,4.6,,Day
A-576203,2,2/4/2019 11:23,2/4/2019 11:53,40.679474,-74.278152,0,Left lane blocked due to accident on Garden State Pkwy Southbound at Exit 138 CR-509 Boulevard.,,Garden State Pkwy N,Kenilworth,Union,NJ,7033,2/4/2019 11:15,52.3,,49,30.1,10,Calm,,,Day
A-576206,2,2/4/2019 11:29,2/4/2019 11:59,40.223976,-74.758759,0,Lane blocked due to accident on US-1 Trenton Fwy Northbound at State St.,,Trenton Fwy N,Trenton,Mercer,NJ,8608,2/4/2019 11:53,51.1,,59,30.08,9,South,5.8,,Day
A-576207,2,2/4/2019 11:30,2/4/2019 12:00,40.248821,-74.771751,0,Accident on CR-636 Parkside Ave at CR-622 Olden Ave.,1790,N Olden Ave,Trenton,Mercer,NJ,8638,2/4/2019 11:53,51.1,,59,30.08,9,South,5.8,,Day
A-576210,2,2/4/2019 11:51,2/4/2019 12:20,39.925201,-75.105522,0,Accident bus involved on CR-605 Mt Ephraim Ave at Jackson St.,1601,Mount Ephraim Ave,Camden,Camden,NJ,08104-1634,2/4/2019 11:54,52,,59,30.1,7,Calm,,,Day
A-576214,3,2/4/2019 12:55,2/4/2019 13:32,40.865456,-74.008324,0,Local lane blocked due to accident on I-95 Northbound near Exits 68 69 70 70A-B I-95 Express Ln.,,New Jersey Tpke N,Teaneck,Bergen,NJ,7666,2/4/2019 12:51,57,,47,30.04,10,South,9.2,,Day
A-576225,2,2/4/2019 15:57,2/4/2019 16:41,39.89875,-74.597366,0,Lane blocked due to accident on NJ-70 Westbound at NJ-72.,2679,Route 70,Vincentown,Burlington,NJ,8088,2/4/2019 15:54,61,,46,30.01,10,Calm,,,Day
A-576232,2,2/4/2019 16:59,2/4/2019 17:37,40.679958,-74.277916,0,Left & center lane blocked and queueing traffic due to accident on Garden State Pkwy Northbound at Exit 138 CR-509 Boulevard.,,Garden State Pkwy N,Kenilworth,Union,NJ,7033,2/4/2019 16:55,53.4,,55,30.01,10,Calm,,,Day
A-576245,3,2/4/2019 18:44,2/4/2019 19:29,40.70443,-74.145981,0,Queueing traffic and right lane blocked due to accident on I-78 Westbound before I-95.,,Casciano Memorial Bridge,Newark,Essex,NJ,7114,2/4/2019 18:51,45,43.5,68,29.99,10,ENE,3.5,,Day
A-576246,2,2/4/2019 18:48,2/4/2019 19:32,40.731136,-74.222191,0,Right lane blocked due to accident on Garden State Pkwy Southbound after Exit 143 Western Pkwy.,,Garden State Pkwy S,Irvington,Essex,NJ,7111,2/4/2019 18:51,45,43.5,68,29.99,10,ENE,3.5,,Day
A-576254,2,2/4/2019 23:50,2/5/2019 0:19,39.69117,-74.990044,0,Accident on Princeton Pl at Gordon Ave.,313,Gordon Ave,Williamstown,Gloucester,NJ,08094-1512,2/4/2019 23:54,37.9,35.5,86,30.01,10,SSW,3.5,,Night
A-578808,3,2/5/2019 6:07,2/5/2019 6:36,40.854153,-73.965897,0,Right lane blocked due to accident on I-95 \tGeorge Washington Bridge Northbound before Upper Level Toll Plaza.,,US-1 N,Fort Lee,Bergen,NJ,7024,2/5/2019 5:51,35.1,,92,29.95,10,Calm,,,Day
A-578817,3,2/5/2019 6:34,2/5/2019 7:03,40.644161,-74.998802,0,Left lane closed due to accident on I-78 Eastbound at Exit 11 Baptist Church Rd.,,I-78 E,Asbury,Hunterdon,NJ,8802,2/5/2019 6:53,33.1,,92,29.94,10,Calm,,,Day
A-578822,2,2/5/2019 6:51,2/5/2019 7:20,40.885063,-74.06781,0,Left lane closed due to accident on NJ-17 Southbound before I-80.,,Bergen Passaic Expy E,Lodi,Bergen,NJ,7644,2/5/2019 6:51,37,,93,29.94,10,Calm,,0,Day
A-578828,3,2/5/2019 7:00,2/5/2019 7:29,40.854153,-73.965897,0,Four toll lane blocked due to accident on I-95 George Washington Bridge Northbound after Upper Level Toll Plaza.,,US-1 N,Fort Lee,Bergen,NJ,7024,2/5/2019 6:51,37,,93,29.94,10,Calm,,0,Day
A-578832,3,2/5/2019 7:10,2/5/2019 7:39,39.86953,-75.102158,0,Right lane closed due to accident on I-295 Northbound before NJ-42.,,I-295 S,Bellmawr,Camden,NJ,8031,2/5/2019 6:54,37.9,,86,29.97,8,Calm,,0,Day
A-578833,2,2/5/2019 7:08,2/5/2019 7:38,39.899155,-74.597122,0,Right hand shoulder blocked due to accident on NJ-72 Westbound at NJ-70.,,Four Mile Cir,Vincentown,Burlington,NJ,8088,2/5/2019 6:54,30.9,,96,29.97,9,Calm,,,Day
A-578836,2,2/5/2019 7:10,2/5/2019 7:39,39.86953,-75.102158,0,Left hand shoulder blocked due to accident on NJ-42 Northbound at I-295.,,I-295 S,Bellmawr,Camden,NJ,8031,2/5/2019 6:54,37.9,,86,29.97,8,Calm,,0,Day
A-578838,3,2/5/2019 7:10,2/5/2019 8:10,39.87141,-75.101639,0,Right lane closed due to accident on I-295 Northbound before Exit 26 NJ-42.,,I-295 N,Bellmawr,Camden,NJ,8031,2/5/2019 6:54,37.9,,86,29.97,8,Calm,,0,Day
A-578841,3,2/5/2019 7:35,2/5/2019 8:03,40.708679,-74.177383,0.720000029,Entry ramp to I-78 Eastbound from Brewster Rd Northbound closed due to accident.,,US-1 S,Newark,Essex,NJ,7114,2/5/2019 7:51,42.1,,85,29.97,9,Calm,,,Day
A-578843,2,2/5/2019 7:39,2/5/2019 8:54,40.85017,-74.834389,0,Accident on CR-629 Grand Ave at Beatty St.,106,Beatty St,Hackettstown,Warren,NJ,07840-2148,2/5/2019 7:54,34,,96,29.99,,Calm,,,Day
A-578844,3,2/5/2019 7:46,2/5/2019 8:15,40.711777,-74.325928,0,Accident on NJ-24 Eastbound after I-78.,,I-78 W,Springfield,Union,NJ,7081,2/5/2019 7:55,40.1,,83,29.97,10,Calm,,,Day
A-578849,2,2/5/2019 8:07,2/5/2019 8:36,40.183754,-74.563812,0,Left hand shoulder blocked due to accident on I-195 Westbound before Exit 8 CR-524 Old York Rd.,,I-195 W,Allentown,Monmouth,NJ,8501,2/5/2019 7:56,32.9,,95,29.96,10,Calm,,,Day
A-578860,2,2/5/2019 8:19,2/5/2019 8:49,40.860981,-74.365501,0,Accident on I-80 Westbound at Exits 43 47 47A 47B I-280.,,I-80 W,Parsippany,Morris,NJ,7054,2/5/2019 8:45,39.2,,93,29.97,10,Calm,,,Day
A-578879,2,2/5/2019 9:12,2/5/2019 9:42,40.707054,-74.150024,0,Right hand shoulder blocked due to accident on I-78 New Jersey Turnpike Eastbound before I-95.,,New Jersey Tpke N,Newark,Essex,NJ,7114,2/5/2019 8:51,45,42.6,76,29.98,7,SSE,4.6,,Day
A-578881,2,2/5/2019 9:20,2/5/2019 9:50,40.721306,-74.178276,0,Accident Bus involved on Murray St at NJ-21 Mccarter Hwy.,396,McCarter Hwy,Newark,Essex,NJ,7114,2/5/2019 8:51,45,42.6,76,29.98,7,SSE,4.6,,Day
A-578884,2,2/5/2019 9:38,2/5/2019 10:07,40.758839,-74.185921,0,Accident on 5th St at CR-658 Park Ave.,243,Park Ave,Newark,Essex,NJ,07107-2348,2/5/2019 9:51,48,,71,29.99,8,SSW,5.8,,Day
A-578889,2,2/5/2019 9:56,2/5/2019 10:26,40.348331,-74.676498,0,Accident on CR-604 Rosedale Rd at Elm Rd.,183,Elm Rd,Princeton,Mercer,NJ,08540-2520,2/5/2019 9:53,53.1,,61,29.98,8,SSW,5.8,,Day
A-578891,2,2/5/2019 10:03,2/5/2019 10:33,40.670528,-74.213913,0,Accident truck involved on Trinity Pl at Magnolia Ave.,400,Trinity Pl,Elizabeth,Union,NJ,07201-1019,2/5/2019 9:51,48,,71,29.99,8,SSW,5.8,,Day
A-578903,2,2/5/2019 11:26,2/5/2019 11:55,39.885479,-75.10733,0,Accident on US-130 Crescent Blvd at Market St.,1363,Market St,Gloucester City,Camden,NJ,8030,2/5/2019 11:54,57.9,,51,29.98,10,SW,6.9,,Day
A-578909,3,2/5/2019 11:52,2/5/2019 12:21,39.873684,-75.093842,0,Accident on I-295 Northbound near Bell Rd.,,I-295 S,Bellmawr,Camden,NJ,8031,2/5/2019 11:54,57.9,,51,29.98,10,SW,6.9,,Day
A-578910,3,2/5/2019 11:55,2/5/2019 12:25,39.872475,-75.082108,0,Right lane blocked due to accident on I-295 Northbound at Exit 28 NJ-168 Black Horse Pike.,,N Black Horse Pike,Bellmawr,Camden,NJ,8031,2/5/2019 11:54,57.9,,51,29.98,10,SW,6.9,,Day
A-578917,3,2/5/2019 14:17,2/5/2019 14:47,40.202286,-74.635567,0,Right lane blocked and shoulder blocked due to accident on I-195 Westbound near Exits 5A 5B US-130.,,US-130 S,Trenton,Mercer,NJ,8691,2/5/2019 13:53,69.1,,44,29.92,10,West,9.2,,Day
A-578919,2,2/5/2019 14:49,2/5/2019 15:30,40.730618,-74.222488,0,Queueing traffic and left lane blocked due to accident on Garden State Pkwy Northbound near Exit 143 Western Pkwy.,,Garden State Pkwy N,Irvington,Essex,NJ,7111,2/5/2019 14:51,66.9,,45,29.91,10,WNW,12.7,,Day
A-578922,2,2/5/2019 15:25,2/5/2019 16:10,40.870373,-73.978676,0,Right hand shoulder blocked due to accident on I-95 Southbound at Exit 71 Broad Ave.,,I-95 N,Leonia,Bergen,NJ,7605,2/5/2019 15:51,64.9,,50,29.92,10,NW,8.1,,Day
A-578923,3,2/5/2019 15:27,2/5/2019 16:10,40.748062,-74.169243,0,Lane blocked and very slow traffic due to accident on I-280 Westbound at Exits 14 15 NJ-21 Mccarter Hwy.,25,Grant St,Newark,Essex,NJ,7104,2/5/2019 15:51,66,,47,29.93,10,WNW,11.5,,Day
A-578924,2,2/5/2019 15:26,2/5/2019 16:10,40.886253,-74.131958,0,Very slow traffic and right lane blocked due to accident on NJ-21 Northbound at Exit 14 CR-625 Lexington Ave.,,US-46 E,Clifton,Passaic,NJ,7011,2/5/2019 15:51,64.9,,50,29.92,10,NW,8.1,,Day
A-578928,2,2/5/2019 16:10,2/5/2019 16:55,39.83543,-75.003151,0,Accident on CR-673 White Horse Rd at Station Ave.,59,White Horse Rd,Somerdale,Camden,NJ,8083,2/5/2019 15:54,66,,47,29.96,10,WNW,4.6,,Day
A-578930,2,2/5/2019 17:24,2/5/2019 18:09,39.824234,-75.08197,0,Right hand shoulder blocked due to accident on NJ-42 Southbound near Exit 10B CR-681 Lower Landing Rd.,,N South Fwy S,Blackwood,Camden,NJ,8012,2/5/2019 16:54,64,,52,29.99,10,West,10.4,,Day
A-578938,2,2/5/2019 19:07,2/5/2019 19:45,40.216389,-74.099297,0,Left hand shoulder blocked due to accident on Garden State Pkwy Southbound at Exits 100A 100B 100C NJ-33 Corlies Ave.,,Garden State Pkwy S,Neptune,Monmouth,NJ,7753,2/5/2019 18:56,57,,67,30.04,10,West,6.9,,Night
A-578941,2,2/5/2019 19:19,2/5/2019 20:03,40.438274,-74.223869,0,Right lane blocked due to accident on NJ-35 Northbound at CR-6A Cliffwood Ave.,,State Highway 35,Keyport,Monmouth,NJ,7735,2/5/2019 19:15,56.7,,59,30.02,10,Calm,,,Night
A-578943,3,2/5/2019 20:51,2/5/2019 21:50,40.705669,-74.148964,0,Left lane blocked due to accident on I-95 Southbound at Exit 14 I-78.,,Casciano Memorial Bridge,Newark,Essex,NJ,7114,2/5/2019 20:51,55.9,,62,30.05,10,NNW,13.8,,Night
A-578944,3,2/5/2019 21:38,2/5/2019 23:07,40.68935,-74.101639,0,Center lane blocked due to accident on I-78 Westbound at Exit 14A Port Jersey Blvd.,,I-78 W,Bayonne,Hudson,NJ,7002,2/5/2019 20:51,55.9,,62,30.05,10,NNW,13.8,,Night
A-581358,2,2/6/2019 5:36,2/6/2019 6:23,40.462189,-74.281921,0,Left hand shoulder blocked due to accident on Garden State Pkwy Express Lane Southbound before Garden State Pkwy.,,Garden State Pkwy N,South Amboy,Middlesex,NJ,8879,2/6/2019 5:35,37.4,,73,30.19,10,Calm,,,Day
A-581373,3,2/6/2019 6:57,2/6/2019 7:26,40.85363,-73.962395,0,Accident on I-95 George Washington Bridge Northbound at Upper Level Toll Plaza.,,I-95 N,Fort Lee,Bergen,NJ,7024,2/6/2019 6:51,35.1,31,64,30.19,10,NE,4.6,,Day
A-581376,2,2/6/2019 7:07,2/6/2019 7:36,40.757275,-74.207207,0,Accident on Garden State Pkwy Northbound at Exit 145 I-280.,137,Freeway Dr E,East Orange,Essex,NJ,07018-4043,2/6/2019 6:51,36,30.3,64,30.2,10,NE,6.9,,Day
A-581387,2,2/6/2019 7:26,2/6/2019 8:25,40.415932,-74.502411,0,Accident on US-130 Georges Rd Southbound near CR-697 Georges Rd.,,US Highway 130,Monmouth Junction,Middlesex,NJ,8852,2/6/2019 7:53,39,35.7,73,30.21,10,NNE,4.6,,Day
A-581393,3,2/6/2019 7:34,2/6/2019 8:04,40.892498,-74.665123,0,Left lane closed due to accident on I-80 Eastbound before Exit 28 CR-631.,,I-80 E,Ledgewood,Morris,NJ,7852,2/6/2019 7:54,28.9,,85,30.24,,Calm,,,Day
A-581395,2,2/6/2019 7:42,2/6/2019 8:11,40.380035,-74.501747,0,Right hand shoulder closed and right lane closed due to serious accident on US-130 Southbound before CR-522.,,US-130 S,Dayton,Middlesex,NJ,8810,2/6/2019 7:53,39,35.7,73,30.21,10,NNE,4.6,,Day
A-581409,2,2/6/2019 8:11,2/6/2019 8:40,40.390015,-74.758217,0,Accident on CR-518 Broad St at Princeton Ave.,45,E Broad St,Hopewell,Mercer,NJ,08525-1830,2/6/2019 7:53,39,35.7,73,30.21,10,NNE,4.6,,Day
A-581412,2,2/6/2019 8:12,2/6/2019 8:42,40.886009,-74.532204,0,Accident on CR-513 Main St Eastbound at US-46.,438,US Highway 46,Dover,Morris,NJ,07801-3742,2/6/2019 7:45,32,25.6,80,30.24,10,NNE,6.9,,Day
A-581415,3,2/6/2019 8:21,2/6/2019 8:50,40.641304,-74.208183,0,Right hand shoulder blocked due to accident on New Jersey Turnpike Northbound before Exit 13 I-278.,,Bayway,Elizabeth,Union,NJ,7202,2/6/2019 8:15,37.4,,58,30.25,10,Calm,,,Day
A-581417,2,2/6/2019 8:26,2/6/2019 8:56,39.903324,-74.967369,0,Right hand shoulder closed due to accident on NJ-70 Marlton Pike Eastbound after CR-673 Springdale Rd.,1898,State Highway 70,Cherry Hill,Camden,NJ,08003-2030,2/6/2019 8:54,39.9,36.7,77,30.23,10,ENE,4.6,,Day
A-581420,2,2/6/2019 8:31,2/6/2019 9:00,40.34877,-74.476646,0,Right hand shoulder blocked due to accident tractor trailer involved on New Jersey Turnpike Southbound at Exit 8A NJ-32 Forsgate Dr.,,New Jersey Tpke S,Monroe Township,Middlesex,NJ,8831,2/6/2019 8:53,42.1,36.1,65,30.2,10,NE,10.4,,Day
A-581424,3,2/6/2019 8:35,2/6/2019 9:04,39.875092,-75.047684,0,Left lane closed due to accident on I-295 Northbound at US-30 White Horse Pike / Copley Rd.,,I-295 N,Barrington,Camden,NJ,8007,2/6/2019 8:54,42.1,35.7,70,30.22,10,ENE,11.5,,Day
A-581427,3,2/6/2019 8:38,2/6/2019 9:07,39.875259,-75.048973,0,Left lane blocked due to accident on I-295 Northbound at Exits 29 29A 29B US-30 White Horse Pike.,,I-295 N,Barrington,Camden,NJ,8007,2/6/2019 8:54,42.1,35.7,70,30.22,10,ENE,11.5,,Day
A-581442,2,2/6/2019 9:18,2/6/2019 9:48,40.833302,-74.628159,0,Accident on Park Ave at Pleasant Hill Rd.,141,Park Ave,Randolph,Morris,NJ,07869-3442,2/6/2019 9:45,39.2,,61,30.24,10,Calm,,,Day
A-581443,3,2/6/2019 9:26,2/6/2019 9:56,40.47826,-74.406502,0,Right hand shoulder blocked due to accident on I-95 New Jersey Turnpike Northbound at Exit 9 NJ-18.,,New Jersey Tpke S,East Brunswick,Middlesex,NJ,8816,2/6/2019 9:35,41.2,,52,30.24,10,Calm,,,Day
A-581446,2,2/6/2019 9:34,2/6/2019 10:04,40.655682,-74.478691,0,Accident on CR-622 Mountain Ave at CR-653 Stirling Rd.,,Mountain Ave,Warren,Somerset,NJ,7059,2/6/2019 9:53,41,37.1,55,30.22,10,East,5.8,,Day
A-581449,3,2/6/2019 9:48,2/6/2019 10:18,40.16024,-74.423943,0,Accident on I-195 Westbound near Exit 16 CR-537 Monmouth Rd.,,I-195 W,Jackson,Ocean,NJ,8527,2/6/2019 10:00,42.1,35.7,65,30.21,10,ENE,11.5,,Day
A-581451,3,2/6/2019 9:55,2/6/2019 10:25,40.732124,-74.12487,0,Left lane blocked due to accident on I-95 New Jersey Turnpike Northbound after Exit 15E US-1-9.,,New Jersey Tpke S,Newark,Essex,NJ,7105,2/6/2019 9:51,41,38,55,30.24,10,Variable,4.6,,Day
A-581457,2,2/6/2019 10:27,2/6/2019 10:57,40.744961,-74.167137,0,Accident on NJ-21 Mccarter Hwy at Bridge St.,,Bridge St,Newark,Essex,NJ,7102,2/6/2019 10:51,42.1,40.2,53,30.24,10,ESE,3.5,,Day
A-581461,2,2/6/2019 10:53,2/6/2019 11:22,39.867989,-75.102592,0,Right hand shoulder closed due to accident on I-295 Northbound before Exit 26 I-76.,,I-295 S,Bellmawr,Camden,NJ,8031,2/6/2019 10:54,46,41.4,51,30.2,10,ENE,9.2,,Day
A-581466,2,2/6/2019 11:28,2/6/2019 11:58,40.785679,-74.894638,0,Accident on NJ-57 at Old Turnpike Rd.,1073,State Highway 57,Port Murray,Warren,NJ,07865-4045,2/6/2019 11:53,46.9,,48,30.19,10,SSE,5.8,,Day
A-581467,2,2/6/2019 11:46,2/6/2019 12:16,40.034191,-74.923599,0,Accident on US-130 near Bridgeboro Rd.,,US Highway 130,Beverly,Burlington,NJ,8010,2/6/2019 11:54,48,,50,30.2,10,East,9.2,,Day
A-581473,2,2/6/2019 13:12,2/6/2019 13:57,40.657627,-74.911774,0.949999988,Lane blocked due to accident on NJ-31 Southbound between Echo Ln and Longwood Dr.,,W Main St,Clinton,Hunterdon,NJ,8809,2/6/2019 12:53,46,42.5,51,30.16,10,SE,6.9,,Day
A-581474,2,2/6/2019 13:37,2/6/2019 14:22,39.895664,-74.939507,0,Left lane closed due to accident on NJ-70 Eastbound near Cropwell Rd.,775,W Route 70,Marlton,Burlington,NJ,08053-1651,2/6/2019 13:54,52,,49,30.14,10,East,8.1,,Day
A-581477,2,2/6/2019 14:31,2/6/2019 15:12,40.554234,-74.615364,0,One lane blocked and very slow traffic due to accident on US-206 both ways near CR-608 Dukes Pkwy.,,US Highway 206,Hillsborough,Somerset,NJ,8844,2/6/2019 14:53,45,40.6,53,30.13,10,East,8.1,,Day
A-581481,2,2/6/2019 15:28,2/6/2019 16:12,40.688255,-74.100311,0,Right hand shoulder blocked due to accident on I-78 Westbound after Exit 14A Port Jersey Blvd.,,I-78 W,Bayonne,Hudson,NJ,7002,2/6/2019 15:51,42.1,37.1,70,30.16,10,SE,8.1,,Day
A-581483,2,2/6/2019 15:35,2/6/2019 16:20,40.875771,-74.201233,0,One lane blocked and very slow traffic due to accident on US-46 Eastbound at CR-633 Notch Rd.,,US Highway 46,Little Falls,Passaic,NJ,7424,2/6/2019 15:53,42.1,36.1,67,30.17,10,South,10.4,,Day
A-581484,3,2/6/2019 15:59,2/6/2019 16:41,40.707394,-74.247543,0,Right lane blocked due to accident on I-78 Eastbound near Exit 52 Garden State Pkwy.,443,Union Ave,Union,Union,NJ,07083-4770,2/6/2019 15:51,42.1,37.1,70,30.16,10,SE,8.1,,Day
